avganncount,incidencerate,medincome,popest2015,povertypercent,studypercap,medianage,percentmarried,pctpubliccoveragealone,pctmarriedhouseholds,birthrate
38150,405.5,55686,10170292,18.7,255.9415207,35.6,42.4,23,44.58164997,4.70528099
611,420.3,43171,154998,22.3,109.6788346,33.5,47.6,33.1,56.07405176,6.972732188
1625,475,94549,261221,8.8,421.0993756,45.4,51.8,12.5,50.02315038,5.448237059
116,396.8,47781,17531,16.2,0,50.6,58.2,18.6,55.46630361,9.589041096
513,452.2,42840,87649,18.8,79.86400301,42.2,45.1,31.5,43.24014463,5.383139601
877,415.9,43818,268455,24.8,29.80015273,30.4,45.8,32.3,50.89713227,6.393691516
57,408.6,39172,8965,20.2,111.5448968,47.8,52.1,28.4,50.97463284,8.313253012
45,320.8,59181,13909,11.3,0,38.5,42.2,17.3,47.18711781,1.991310644
155,477.5,34971,26489,25.4,0,38.8,41.5,26.5,43.27694643,6.266977105
68,391.8,34445,13963,21.2,214.8535415,41.3,47.7,21.8,46.83262121,8.330673476
1601,413.6,57428,433898,17,73.75005186,33.5,46.3,23.1,51.74558619,5.921976696
815,488.9,71063,142456,9,182.5124951,40.3,50.9,14.4,53.12765184,4.941095375
628,423.9,57118,98877,11.4,182.0443581,49,53.6,17.3,51.86251311,4.079089924
12694,418.6,76061,3169776,12.9,145.7516241,37.1,50.1,18.3,54.60626758,4.827807522
1948,460.5,75689,375391,8.3,407.5750351,41,55.6,11.3,56.72986062,4.433234709
134,420.3,47964,18409,14,0,51.3,53,20.7,48.99598394,4.06430088
8857,414.5,56877,2361026,17.1,57.17853171,34.5,48.4,24.2,53.80374468,5.475268467
6346,452,55803,1501335,18.1,239.1205161,35.5,45,21.6,44.78928273,5.384470827
216,433,68166,58792,14.1,102.0547013,35,51,20.5,59.57669496,6.536926148
7241,423.1,51951,2128133,20.4,62.02619855,32.5,45.4,26.1,51.29451023,6.007621442
419,426.3,39922,82005,17.2,512.1638924,40.5,57.6,19,54.8502573,3.913308575
13294,434.9,66034,3299521,14.7,139.1111013,35.1,47.2,16.8,49.61783364,4.953958986
3948,428.9,83788,864816,12.1,445.1814027,38.5,38.8,15,33.90671041,3.673722996
2718,432.1,51527,726106,20.7,60.59721308,33.5,47.9,25.8,51.85212235,6.148432798
1459,443.7,61775,281401,14.5,156.3604962,39.3,48.2,13.9,50.36688036,4.076692166
3648,447,100806,765135,7.5,218.2621367,39.5,51.9,13.2,53.65425415,5.015576324
1912,433,62116,444769,17.4,229.3325299,33.6,44.9,19.2,48.7159544,4.603274095
7334,420,97219,1918044,8.5,410.3138406,36.8,53.2,14.2,56.30311056,5.541784514
1225,450.4,64257,274146,16.1,83.89690165,37,44.9,17.8,47.95784899,4.539151472
1108,478.8,43661,179533,14.7,5.570006628,42.2,49.1,25.5,48.00288288,3.958736974
16,312.8,47293,2967,13.8,0,54.5,52.4,25.5,51.91693291,2.073732719
257,459.6,41940,49565,22.4,0,36.8,50.6,18,48.51193606,4.908292431
290,430.4,38641,43554,21.1,160.7200257,47.8,52.1,28.7,47.95902368,4.740349554
2017,472.3,67106,436092,12.3,392.1190941,37.3,46.8,18.1,50.1044481,5.163792425
2647,463.4,66949,502146,11.3,213.0854373,40.8,47.2,16.7,46.97095568,5.065070552
2075,433.4,50917,538388,18.1,105.8716019,33.5,47.9,27.7,51.06740112,6.025884863
386,395.8,51827,96463,15.2,0,35.4,53,26.9,53.34461259,6.71564894
372,473.2,40782,63308,18.2,0,40.5,51.4,28,50.75092811,4.096971483
98,455.5,34961,13069,19.9,0,50.3,53.8,30.2,48.08533917,1.470588235
1436,391.5,42360,459863,28.1,0,30.3,47.5,35,52.4099723,6.825864335
412,490.8,49476,53709,14.3,18.61885345,48.6,51.8,21.3,50.57606289,3.962223187
3629,432.7,74967,850536,11.5,43.50197993,37.1,50.6,17.1,55.71050939,5.34009399
252,503.7,26602,41131,35.2,0,38.7,33.4,32.8,30.98763176,8.433257358
760,428.2,54509,213016,19.5,117.3620761,30.9,43.1,16.2,46.42554551,4.109357003
291,444.6,41403,74492,21.6,255.0609461,32.1,49.5,29.8,50.52309161,7.98203179
1522,420.8,59316,491337,12.9,926.0446496,33,49.7,20.1,50.69974717,6.288469602
62,416.8,38140,16496,22.5,181.8622696,30.1,45.1,28.6,45.68442347,4.898266767
2362,429.5,65359,631096,11.2,456.3489548,36.1,50.5,15.3,49.05771316,5.782071504
68,389.4,44508,12352,14.7,0,49.6,60.6,23.6,56.39295088,4.115421003
24,369.7,36294,3615,20,0,47.6,57.8,30.5,52.80612245,5.028735632
24,322.4,35424,5830,32.3,0,41.1,42.6,33.2,53.14984709,12.47920133
1159,409.9,71546,319372,13.3,629.3601192,35.8,47.7,11.8,47.57827549,4.171506363
215,417.3,85885,65065,4,46.10773842,37.5,58.6,9.5,57.20113892,5.099793071
322,399.4,36241,71130,24,0,39.3,53.5,20.6,55.41918203,6.414172266
105,392.2,48840,18658,12.4,0,49.2,55.5,20.2,52.91387313,4.893475366
10,373.7,52273,1829,13.4,1093.493712,37,53.7,16.8,52.35531629,5.299539171
50,416.9,69115,9303,8.5,0,48,57.4,11.8,51.78444812,3.600654664
33,326.6,33998,8130,22.9,0,38.4,56.3,30.1,54.91858887,7.34055355
17,307.3,27882,3584,28.5,0,49,48.2,31.2,44.81811942,7.517482517
22,389.1,32570,5562,40.5,0,35.5,30.9,37.2,47.21984602,10.31111111
31,439.8,48368,4445,14.9,0,56.4,64.8,24.2,58.16633267,5.851979346
178,396.2,45283,29979,15.6,0,47.3,56.3,23.6,53.20119423,8.005224855
2459,439.2,54872,682545,15.9,881.9931287,34.1,39.2,21.1,33.83092514,5.543167508
7,234,44235,1978,15.4,0,39.9,52.7,24,50.56657224,2.105263158
406,482.4,54298,81468,14.4,36.82427456,37.9,51,14.4,54.32620153,5.800146592
984,424,107250,322387,3.7,843.706477,37.6,65.6,5.6,66.6645667,4.964771639
138,347.1,76661,53605,7.8,93.27488107,35.6,51.4,8.6,54.29372197,4.860486049
102,410.8,83603,24735,5.9,0,45.1,62.6,10.8,68.195319,3.311386522
2600,451,59286,674471,12.2,173.4692819,33.6,53.8,15.6,53.08353072,6.187072813
288,454.3,41385,46692,19.1,0,43.5,49.8,27.1,51.786807,5.417177079
183,379.6,62529,58095,10.2,51.6395559,35.9,57.8,14,58.66550286,4.502177282
22,400.2,64752,5828,7.9,0,44.7,54.5,11,47.82608696,3.787268332
47,310.5,59379,14615,10.4,0,42.5,54.6,14.5,55.46666667,1.309904153
40,283.5,48940,16067,14.9,248.9574905,34.3,43,13.4,42.22999841,6.455696203
52,454.7,32750,6492,22,0,53.5,48.1,22,42.32804233,3.911735206
2635,436.7,70687,565524,8.3,282.923448,40.4,52.4,12.2,50.66310141,4.465658687
8,373.8,42310,1423,13.5,0,41.2,55.5,18.9,54.88850772,3.095975232
40,389.8,46394,7758,14.9,128.8992008,38.9,54.8,22.5,51.68165168,13.23328786
23,357.5,46765,7485,16,0,39,52.5,20.1,49.25619835,4.060324826
233,415.5,60658,54688,10.7,749.7074312,38.8,51,12.7,49.65834612,5.222636717
1230,395.3,57659,333577,12.8,257.8115398,35.5,50.3,13.3,50.51543096,4.709495456
80,372,39625,14058,17.4,0,45,52.2,24.7,50.56642636,3.897032535
26,372.9,41248,5557,18.3,2159.438546,37.8,41,25.9,51.28205128,5.208333333
105,400.5,45439,22036,17.7,0,37.6,46.5,22.3,49.20913884,2.713797035
724,414.8,50106,148513,15.4,188.5356837,38.4,51.7,20.2,49.53981255,7.265243902
615,472.9,39904,103057,19,0,40.8,50.1,19.9,50.28948094,4.287972051
55,403.9,56193,12937,11.2,0,37.1,53.1,17.2,51.42398716,6.831648658
148,435.9,44163,26168,16.3,0,43.4,52.4,25.4,49.39041951,4.020100503
208,382.1,46336,40946,15.5,73.26723001,44.2,58.6,24,54.41316794,3.819022136
126,408,47631,28360,13.4,0,36.4,54.7,21.9,53.60330103,5.340817963
100,400,33043,18343,26,0,39.7,50.6,32.3,49.69144084,4.346733668
20,307.1,57242,4691,9.6,0,52.9,61,13.9,56.86868687,2.292993631
74,402.1,58487,16510,9.4,0,49.4,59.2,15.2,53.94179533,4.06824147
26,414.3,47006,4349,11.5,0,43.7,61.4,18.8,58.44535359,10.87248322
64,318.5,73274,17787,7,0,43.4,38,9.6,35.70673712,5.170657157
3168,496.2,57732,556772,12.4,39.51348128,40.6,46.5,21.9,46.67333242,4.63936694
113,497.3,61259,17299,9,0,45.9,47.2,19.9,53.40436158,3.227665706
4431,507.1,70074,776043,10.7,73.44953823,40.6,48.6,21.4,48.51378199,4.825363357
387,413.9,53953,70601,12,84.98463195,45.1,47.6,19,44.84802331,3.458753556
2371,442.9,49072,470690,17.7,31.86810852,38.6,42.2,29.2,41.87394008,4.653517654
715,415.4,57737,161292,15,18.59980656,35.9,39.6,15.3,44.85169961,2.489937484
7861,473.1,84026,1585139,8.9,49.20704115,38.5,50.2,13.9,51.20807592,4.75120604
64,572.8,82596,10925,7.1,0,39.5,49.2,17.1,44.94009686,4.179364388
3932,494.7,90039,696023,6.5,22.98774609,40.9,52.2,12.1,52.83939201,4.696647392
3012,517.7,74576,510393,8.5,25.47056876,42.1,50.9,17.4,54.00578752,4.322689366
3190,488.6,54280,778121,21.5,2389.088586,32.2,30.4,26.3,28.06061913,4.178438278
4132,470.3,65217,818963,11.5,69.60021393,39.8,48.3,19.4,49.56736261,4.642829838
92,408.2,36377,10349,17.5,0,56.6,60.5,18.7,55.38892222,2.960526316
62,419.3,45308,9383,15.5,0,48.7,48.2,18.6,51.75792507,2.429149798
484,387.2,54232,114625,11.4,8.724100327,40,58.1,17.4,60.28214738,5.293976097
228,537.3,38121,28803,16.8,0,47.1,53.2,18.2,49.22182047,4.633003644
161,422.1,45743,23154,13,0,49.5,60.1,21.8,58.22066261,3.888098625
114,467.3,36460,15261,19.9,65.52650547,48.4,55,22.2,53.45121762,5.930470348
47,395.4,41624,8575,15.8,0,43.6,41.1,17.3,48.11701412,4.516129032
223,312.7,57235,59314,10.2,0,42.6,59.5,16.5,59.8441058,6.143948532
616,448.2,46061,105659,16.8,132.5017273,42.6,49.6,18.7,48.20153793,5.244463933
125,472.8,48846,17457,11.8,0,48.4,53.7,16.9,52.33217993,4.021937843
945,479.8,44145,154636,17.7,1189.891099,41.4,50.1,20.7,48.44605751,5.359859567
202,376.6,46371,43664,15.2,0,40.6,51.4,19.2,53.74485083,6.000674233
691,428.1,45916,134314,15.4,461.604896,40.1,46.5,20.6,44.34058657,4.992021883
228,335,48030,51657,14.8,0,44.1,54.2,20.1,54.30575593,5.517112399
177,483.4,47991,26238,12.6,0,46.7,56.1,16.7,53.80767093,4.386136675
180,451.3,41930,25427,16.1,0,49.1,58.2,23.3,54.62888711,3.917098446
120,441.8,51175,18856,11.3,0,45.2,57.4,18.1,53.45761431,3.697661773
120,424.1,58419,23813,8.9,0,42.9,58.7,15.3,56.25967592,5.031948882
49,451.5,39408,5794,15.6,0,52.4,58.1,21.4,50.13745704,4.091341579
114,441.2,47985,20554,14,194.6093218,42.2,50.7,20.6,50.52763819,5.77755154
416,446.1,56365,84559,10.6,236.5212455,39.1,53.8,14.3,54.73421158,4.73206677
155,434.3,45158,26224,13.1,0,44.4,48.5,21.4,49.77964744,4.951690821
781,470.4,53945,168437,15.4,100.9279434,37.4,47.6,18.6,47.54051019,4.702469467
112,422,56160,20366,8.9,0,43.5,57.7,13.9,57.66773163,4.802328402
571,457.2,49790,118212,12.6,676.7502453,35.4,47.2,13.7,47.7074118,4.937288473
86,423.2,52260,16829,11.7,0,41.4,57.4,14.9,56.4098706,5.702647658
132,448.8,40968,19223,15.9,1404.567445,47.2,54.5,23.3,49.67290256,7.291666667
196,498.7,48881,27980,10.9,0,46.1,57.2,15.5,53.43425397,3.410283316
471,440.1,48430,79806,10.8,350.8508132,44.2,55.7,16.3,53.3734194,5.10901206
743,478.1,54400,135868,9.9,1037.771955,40.6,55.8,14.8,54.18585648,5.823165636
280,466.3,43701,40884,13.4,1858.917914,47.2,54.6,19.9,49.59331841,4.527363184
110,471.9,43661,15075,13,0,48.6,55.8,19.1,53.1743525,7.254261879
19,478.4,36774,4573,29.1,0,31.6,37.2,33,40.11119936,10.89005236
4630,494.3,42946,957735,22,486.5646552,34.2,38.1,25.9,35.13170821,4.989477448
238,459.2,52978,45549,14.4,0,39.3,53.4,17,51.05653591,9.392150771
233,483.9,52776,37435,10.5,988.3798584,45.4,59.9,17.3,58.53674286,5.631220534
297,514.4,49040,35567,12.6,2755.363118,49.9,56.8,17.5,55.73650625,4.641415709
845,464.9,59377,183245,10,120.0578461,37.8,55,13.5,53.90397844,4.723966632
522,484.1,77364,87850,5,330.1081389,43.8,60.5,9.5,60.59983209,4.880531448
39,387.6,53828,7290,12.1,411.5226337,45.2,59.5,15.7,58.93703453,6.083916084
108,278.5,68471,40889,10.8,24.45645528,35.9,51.5,12,55.33372867,4.109589041
182,321.4,52411,43441,11.2,0,44.1,57.4,18.8,54.76825609,5.534351145
308,414.5,52075,70408,15.4,894.7846836,36.2,49.6,12.9,51.06597522,4.146396651
100,451.2,42659,13645,13,0,50.5,60.4,21.8,51.85074627,6.227254347
1069,491.6,54782,195080,13.1,287.0617183,39.7,50,17.9,49.61094928,5.596635235
105,420.9,44026,17495,13.5,0,44.1,59,18.9,54.56472771,7.105568445
819,455,51237,161448,14.9,12.3878896,38.9,50.2,19,47.85966011,6.125337107
102,484.9,39999,14124,16.9,708.0147267,47.5,55.5,25.3,50.79339638,4.399845619
249,315.2,75920,87513,4.9,399.9405803,37.6,59.5,10.6,60.15588897,6.401613935
316,420.9,50243,63642,11.9,0,40.9,53.8,17.2,52.09427184,4.992503748
123,483.8,40701,16376,17,0,49.3,57,27.4,51.33849708,4.272316777
257,457.1,47841,41304,11.2,0,44.3,55.5,19.1,53.8656602,4.11444786
659,481.7,55335,115569,9.1,597.0459206,41.3,55.6,14.3,53.57915248,5.012640228
107,412.7,48683,20455,11.7,0,43.1,58.7,17.8,53.72316126,6.550868486
162,452,50266,29550,12.2,0,40.7,54.8,14.9,52.56866734,4.872575733
160,415.9,46943,30506,18,0,42.3,58.6,16.5,56.98248001,7.467204844
218,572.8,41211,21387,14.8,187.0295039,52.6,59.8,22.5,50.64813075,4.69334869
560,492.4,52852,102804,13.7,165.3632154,38.9,51.5,15.5,51.75544794,4.797917183
116,472.2,42079,15552,13.4,0,49.2,59.3,22.4,53.25584652,5.452638937
707,467.5,69346,133674,5.9,44.88531801,42.1,60.5,11,59.83515133,5.225693273
2221,474.7,76584,396488,5.8,534.6946188,42.8,59.7,9.8,60.15575098,4.334726295
333,472.2,52850,51945,10.4,0,44.4,55.5,16.7,53.3624373,5.973097545
158,432.3,46835,24033,13.9,0,47.9,56,19.3,56.31128083,4.379909545
891,483.9,52711,169546,12.1,176.9431305,37.7,48.7,15.1,47.64356895,4.928895838
442,452.9,51003,73435,11.3,2178.797576,43.4,55.3,18.7,51.03572217,4.989577905
114,397.6,42838,37956,24,0,26.6,39.8,9.1,39.24786107,4.074920055
63,416.6,50437,12022,10.7,0,41.2,56.2,14.6,56.44622578,6.672369547
146,436.5,79358,49220,7.1,0,32.7,56.6,8.8,56.15648201,5.19665272
77,426.1,58225,15559,12.3,64.27148274,39,53.2,13,51.06417813,5.625
67,434.9,63166,14236,9.3,0,40.3,58.9,12.8,56.42064471,9.966777409
28,280.9,59701,7444,8.4,0,43.4,67.4,12.6,64.13116971,5.333333333
191,409.3,48624,40315,14,0,38.2,49.6,18.3,49.50424005,6.7516967
72,392.1,45721,13383,14.3,0,42.9,52.9,16.1,52.80460624,7.372914241
37,484.2,44427,4741,10.9,0,49.6,55.9,16.5,48.76260312,11.20381406
49,412.7,51434,8585,9.7,0,44.6,54.1,12.2,48.39682105,6.819672131
435,438.5,57192,97121,10.8,175.0393839,36.7,53.3,12.2,51.75899609,5.053669323
73,365.9,63575,18722,9,0,38.1,61.4,10.6,61.14462263,6.394269037
367,451,57427,82178,10.4,462.4108642,36,50.6,13.4,47.12271638,5.340540541
16,436.8,45251,2542,14.7,0,43,55.4,13.3,52.15311005,6.042296073
158,411.3,55354,29228,10.8,1402.764472,43.6,56.3,13.1,54.58467264,5.701401192
54,416.9,49713,8812,13,0,47.9,55,16.4,48.43001597,9.708737864
173,458.1,54716,30009,9.9,1499.550135,42.2,56.9,12.7,53.28351089,4.312372589
33,352,77222,9899,6.8,0,38.1,62.1,8.6,64.53215567,5.14813016
155,403.5,72604,44626,9.8,0,33.6,55.2,11.3,54.38575454,8.929775551
83,402.7,75348,23125,7.7,0,38,47.7,5.5,50.5801881,1.745232098
68,359.3,56800,20822,10,0,34.6,56.5,13,57.45134631,6.918371652
50,448,50802,8328,12.6,0,43.4,56,13.9,51.70842825,5.37037037
37,397.1,55520,7234,13.2,0,42.1,58,12.4,52.34427328,17.40104556
48,467.5,36544,7743,20.5,0,43.2,60.2,21.3,54.99848071,7.715311005
98,415.7,44811,23373,17,0,36.4,51.3,22.5,56.87324321,3.008098727
51,355.4,39615,13522,23.6,0,36.9,43.8,23.3,52.53588517,6.247604446
141,541.3,33650,21578,24.8,185.373992,40.4,39.3,23.9,42.92636963,1.946661476
239,443.1,46288,46420,19.8,43.08487721,41.8,50.9,19.4,47.7758055,4.851190476
959,497.4,41010,201410,18.8,24.82498386,424.8,45.3,20.2,41.8307372,5.1314986
1189,502.3,38454,242891,23.6,551.6877941,33.6,35,23.8,34.49223767,5.533244087
110,554.1,22640,18340,44,0,33.5,25.1,38.7,26.46417445,5.501407841
55,560.9,25562,8669,40.3,0,35.3,26.8,39.8,26.98724239,9.134847753
7,448.4,37096,1337,39.5,0,44.3,33.6,32.7,38.76146789,5.23255814
136,487.2,38366,23609,17.2,0,39.3,51.9,22,53.67289191,5.256362966
728,486.8,48018,141425,15.6,141.4177126,37.8,48,18.2,48.31017873,5.060304916
102,468.1,35019,16569,22.7,0,41.6,50.9,28.8,47.28648334,4.697986577
42,491.8,26408,7507,38.5,0,34.8,26.3,33.4,25.54027505,4.610130905
75,464.5,28271,11665,29.8,0,43.1,41.6,28.4,36.89978083,7.061933535
346,446.7,37367,68215,24.4,0,36.6,48,27.6,48.71544318,8.134642356
55,432,33015,9969,28.2,0,38.3,36.7,27,35.63437926,8.165019338
180,441.6,40797,53154,25.9,112.8795575,28.5,36.3,13.6,40.60228453,4.979333506
232,444.2,51389,60618,14.2,16.49675014,34,52.4,16.9,52.42167848,5.380501321
397,438.8,38869,78524,21.7,0,37.5,42.8,23.2,41.78310495,5.340297394
82,527.4,38471,12622,22.3,0,40.7,51.6,22.2,51.52719665,5.109751709
118,475.7,32239,22763,27.1,0,34.8,45.5,25.4,45.95862401,4
459,517.1,43374,85300,19.4,246.1899179,36.5,48.8,21.8,47.92176039,4.984662577
165,511.5,26439,30999,40.1,0,32.9,27.4,35.6,28.93569845,4.749478079
194,478.1,36118,34649,21.6,86.58258536,37.7,48.7,22.4,48.44146848,2.20341093
285,445.6,39937,59710,23.6,150.7285212,36.3,45.7,21.7,44.66265578,6.778509815
430,460.5,66671,103465,13.1,19.33020828,37,52.3,13.5,51.2302261,4.789430223
146,462.7,33428,25563,30.4,0,39.1,50.3,27.1,48.83839413,7.310838446
184,438.7,37554,35916,21.5,27.84274418,39.6,43.9,26,43.94933618,3.7384301
227,501,36810,35827,20.1,0,40.6,49.8,22.9,49.69862227,5.236239649
67,473.8,31963,10152,24.7,0,41.7,48.2,28.3,46.30368458,7.049608355
137,419.5,37686,29463,20.7,0,35.8,45.6,22.6,44.7662507,8.259717314
116,457.9,35185,21747,22.3,0,37.7,48.9,21.6,48.2711272,4.476744186
54,423.5,28730,11043,31.3,0,36.8,39.4,30.5,39.93115318,4.965357968
160,425.4,34429,49800,29.9,100.4016064,25,33,14.3,36.08648401,3.389715373
178,478.6,34526,34167,25.9,0,36.5,40,27.7,41.16047144,6.394230769
326,495.5,38465,55191,19.3,0,40.7,51.9,21.3,51.86838785,4.728190104
69,492.4,32459,12277,22.6,0,40.1,48.2,24.1,48.11020036,4.821037253
235,506.1,30078,39956,30.5,0,36.7,40.4,28,39.61676485,5.009078287
150,468.2,40198,30908,17.7,0,37,49.2,21,50.87269968,5.189340813
129,428.8,34794,25459,22.3,0,39.2,51.1,27.1,51.18215461,4.867486575
40,432.5,26204,7486,36.2,0,38.5,36,37.1,33.11496888,6.153846154
697,483.7,58368,149039,11.1,6.709653178,36.9,53.5,13,54.32342007,4.71844142
158,535.9,32049,28265,26.9,0,36,42.7,24.9,41.294393,5.869989491
33,543.8,27877,4585,37.4,0,38.5,32.9,32.7,33.29564726,7.020547945
146,461.8,34338,27222,25.9,0,37.7,46.2,27.6,48.13390165,5.577235772
75,376.2,38975,16059,20.8,0,40.1,53.6,24.5,51.32292523,5.357614146
93,506.8,41136,18070,19.5,0,36.8,49.3,23,56.29770992,6.422857143
126,463.6,29227,27005,34.8,0,34.1,29.3,32.2,33.19228961,6.248990796
70,447.4,28456,14588,37.4,0,36,30.1,27.6,35.20291838,2.224694105
141,474.6,40975,28296,18.5,0,36.7,44.8,20.6,46.8612555,5.503910285
106,415.1,37026,22131,19.1,0,38.4,56.1,22.7,56.40196431,5.683802134
116,445.6,35550,19552,17.7,0,42.8,56,22.7,54.88761108,3.298774741
49,523.3,30689,10343,27.9,0,32.2,35.3,29.6,32.56455252,6.144623454
144,461.3,37667,28429,15.9,70.35069823,38,51.7,22.7,51.88980184,4.427409262
77,402.1,31607,14638,26.4,0,39.4,46,24.7,45.33935081,4.465958776
250,469.1,40397,47485,21.7,0,37.9,44.8,21.7,44.01303285,3.589466089
269,496.1,30292,48130,35.1,41.55412425,36.2,33.7,32.4,32.20469411,5.86461126
101,431.7,35425,20566,24.7,0,36.7,48.7,29.7,50.85190039,8.771929825
69,549.9,34073,9899,22.1,0,41.1,52.8,23.5,49.6785361,6.736458807
49,437.7,27596,9122,32.5,0,36.8,34.4,32,36.05484575,2.790178571
114,474.4,34403,18317,26.3,0,40.5,44.6,25,41.42745303,5.112672644
90,561.9,34494,12447,23.4,0,41.5,49.5,25.7,46.03019016,5.540488183
139,493.2,30313,27387,34.6,0,35.8,34.4,33.5,34.75935829,5.055775459
105,420.1,35425,25378,26.9,0,27.9,39.1,13.2,43.06175402,3.767349636
74,344.4,56309,17296,10.7,0,42.3,61.4,12,61.70681551,7.556742323
34,372.9,45997,5306,12.2,0,47.1,56.1,13.7,49.06037585,7.641509434
150,482.6,41302,26096,17.2,76.6400981,39.2,48.6,18.2,50.32891189,5.293680297
198,419.6,38139,35829,20.2,0,43.3,55.9,20.2,56.62841613,6.004650527
61,382.1,37581,11880,19.1,0,41.1,64.2,21.8,61.30713713,5.542168675
100,454.5,41462,16446,18.4,0,41.9,54.4,17.1,50.73243647,4.212348529
164,500.6,33236,18670,19.5,0,52.5,56.9,25.4,54.43612713,2.363989637
74,468.7,39033,12182,20.1,0,43.1,53.8,23.3,55.10204082,7.020802377
639,459.7,50305,174974,19.5,200.0297187,30.1,43.8,9.9,44.31173485,5.073280722
465,469.6,45431,89100,17.8,763.1874299,36.8,44.9,17.9,44.6376899,6.216255654
254,460.1,35774,42951,21.3,0,40,51.4,23.6,49.85056784,5.075560188
62,508.2,43111,9014,16.2,0,42.3,58.6,16.6,55.45087483,7.368995633
228,477.4,49384,44834,14.2,0,37.8,47.4,12.4,49.69659443,4.53252418
279,399.4,44410,44237,17.5,22.60551122,49.8,57,19.7,60.04896107,5.73630137
360,422.7,47705,78572,17,1374.535458,36,49.2,13.8,50.43463668,4.895140929
59,460.8,39017,8992,16.5,0,42.4,53.6,16.8,52.73178808,9.99000999
39,492.8,32170,6263,24,0,40.9,46.7,26.6,44.55768447,2.629656684
473,430.1,60970,101603,10.5,9.842229068,39.2,58.6,13.2,59.06443537,4.56119093
82,400.7,33631,13934,21.4,0,44.8,55.2,22.3,47.83197832,6.495468278
52,444.2,43049,7589,12,0,45.5,54.5,17.1,55.44621649,2.963473467
337,417.7,51831,83279,11.3,0,37.8,60.3,16.1,61.04921543,5.849007988
47,506.4,43298,6801,15.7,0,43.7,58.5,16.1,54.81821391,7.955390335
1089,492,61598,235637,9.1,411.6501229,36.6,52,10.3,51.22952689,4.934777258
115,459.5,51221,20609,12.4,0,41,58.2,13.3,57.70183259,6.863636364
376,458.6,51885,76720,13.3,808.1334724,38,49.3,13.1,48.27492529,6.328460877
100,481.5,42166,17642,14,0,38.6,50.6,14.4,52.6972873,4.315304948
150,488,37379,24526,20.7,0,41.2,51.8,24.7,50.41357826,7.465766273
45,383.9,37173,7595,18.5,0,47.1,54.7,25,51.64319249,3.627311522
95,435.4,34987,16393,21.7,0,43,56.9,23.1,57.53358925,9.043326548
47,433.7,41610,8253,16.8,0,40.5,58.1,15.7,59.99343617,7.483794932
47,319.3,42174,12687,18.6,0,40.1,43.9,17.4,54.87220447,2.755102041
90,424.4,34411,15593,21.6,0,43.4,51.8,25.3,51.46959459,6.869058571
64,317.9,31805,13373,23,0,47.3,58.6,25.3,57.15368581,6.128904705
168,424.9,31486,30895,29.8,0,39.8,47.4,28.1,43.16723441,6.176009129
550,475.2,51978,102426,11.8,439.3415734,40.2,56.7,16.5,54.77389453,5.593582421
106,469.7,31558,19027,26.3,0,41,50.9,23.8,53.07888763,4.546508931
101,425.8,39801,20640,19,0,40.3,58.2,20.2,57.42217649,3.786096257
119,513.5,54331,21979,11.3,0,39.9,57.2,12.9,56.35803931,5.4001554
51,460.2,44732,8212,16.8,0,42.8,54.8,23.7,53.71046229,6.105990783
258,502.2,37666,43570,19.5,183.6125775,40.4,55.8,22.7,53.03021379,5.4866708
79,564.2,34126,12228,22.7,0,40.4,51,29.7,52.0828485,4.990825688
177,493.5,24868,27337,33.5,0,41.1,46.6,39.6,42.08152958,3.381417714
526,483.6,66939,127712,8,0,36.2,58.2,10.4,58.57880964,5.289605924
120,490.8,42812,20116,19.2,0,41.1,49.1,18.3,48.49370789,4.047026905
